PTHR10015.SF1.mod	HEAT SHOCK TRANSCRIPTION FACTOR (HSF)-RELATED
PTHR10015.SF28.mod	SUBFAMILY NOT NAMED
PTHR10015.SF31.mod	PUTATIVE UNCHARACTERIZED PROTEIN
PTHR10015.SF12.mod	HEAT SHOCK TRANSCRIPTION FACTOR 1 (HSF1)
PTHR10015.SF7.mod	HEAT STRESS TRANSCRIPTION FACTOR
PTHR10015.SF23.mod	SUBFAMILY NOT NAMED
PTHR10015.SF3.mod	HEAT SHOCK TRANSCRIPTION FACTOR, Y-LINKED
PTHR10015.SF22.mod	SUBFAMILY NOT NAMED
PTHR10015.SF18.mod	 PREDICTED: HYPOTHETICAL PROTEIN
PTHR10015.SF30.mod	UNCHARACTERIZED PROTEIN YJR147W
PTHR10015.SF37.mod	PUTATIVE UNCHARACTERIZED PROTEIN
PTHR10015.SF42.mod	HEAT SHOCK TRANSCRIPTION FACTOR 1 (HSF 1)
PTHR10015.SF11.mod	HEAT SHOCK TRANSCRIPTION FACTOR (HSF)
PTHR10015.SF27.mod	SUBFAMILY NOT NAMED
PTHR10015.SF44.mod	FLOCCULATION SUPPRESSION PROTEIN
PTHR10015.SF4.mod	PROTEIN MGA1
PTHR10015.SF43.mod	HEAT SHOCK TRANSCRIPTION FACTOR 4 (HSF4)
PTHR10015.SF25.mod	SUBFAMILY NOT NAMED
PTHR10015.SF17.mod	HEAT SHOCK TRANSCRIPTION FACTOR (HSF)
PTHR10015.SF16.mod	HEAT SHOCK TRANSCRIPTION FACTOR
PTHR10015.SF6.mod	TRANSCRIPTION FACTOR SKN7
PTHR10015.SF32.mod	TRANSCRIPTION FACTOR PRR1
PTHR10015.SF40.mod	HEAT SHOCK TRANSCRIPTION FACTOR, X-LINKED
PTHR10015.SF20.mod	SUBFAMILY NOT NAMED
PTHR10015.SF38.mod	 HEAT SHOCK FACTOR PROTEIN-RELATED / HEAT SHOCK TRANSCRIPTION FACTOR-RELATED
PTHR10015.SF21.mod	SUBFAMILY NOT NAMED
PTHR10015.SF39.mod	 DNA BINDING / TRANSCRIPTION FACTOR
PTHR10015.SF24.mod	SUBFAMILY NOT NAMED
PTHR10015.SF26.mod	CI-HSF PROTEIN
PTHR10015.SF36.mod	HSF-TYPE DNA-BINDING DOMAIN CONTAINING PROTEIN
PTHR10015.SF15.mod	HEAT SHOCK TRANSCRIPTION FACTOR 2 (HSF 2)
PTHR10019.mag.mod	SNF5
PTHR10019.SF0.mod	SNF5
PTHR10024.mag.mod	SYNAPTOTAGMIN
PTHR10024.SF26.mod	UNCHARACTERIZED
PTHR10024.SF115.mod	SYNAPTOTAGMIN-11
PTHR10024.SF86.mod	SYNAPTOTAGMIN PROTEIN 6
PTHR10024.SF13.mod	SYNAPTOTAGMIN-LIKE PROTEIN 5
PTHR10024.SF40.mod	SYNAPTOTAGMIN 1, 3, C.ELEGANS
PTHR10024.SF60.mod	SUBFAMILY NOT NAMED
PTHR10024.SF114.mod	SYNAPTOTAGMIN-4
PTHR10024.SF69.mod	PROTEIN KINASE C
PTHR10024.SF30.mod	GB DEF: CG2381-PA, ISOFORM A (CG2381-PB, ISOFORM B) (RE44043P)
PTHR10024.SF116.mod	NUCLEAR-LOCALIZED FACTOR 3
PTHR10024.SF68.mod	 PREDICTED: SIMILAR TO SYNAPTOTAGMIN IX
PTHR10024.SF117.mod	SYNAPTOTAGMIN-2
PTHR10024.SF67.mod	SUBFAMILY NOT NAMED
PTHR10024.SF80.mod	SUBFAMILY NOT NAMED
PTHR10024.SF14.mod	SYNAPTOTAGMIN-14
PTHR10024.SF45.mod	SYNAPTOTAGMIN-6
PTHR10024.SF87.mod	SUBFAMILY NOT NAMED
PTHR10024.SF7.mod	SYNAPTOTAGMIN-LIKE PROTEIN 3
PTHR10024.SF81.mod	PROTEIN F07A5.5, CONFIRMED BY TRANSCRIPT EVIDENCE
PTHR10024.SF16.mod	SYNAPTOTAGMIN 13
PTHR10024.SF46.mod	SYNAPTOTAGMIN-10
PTHR10024.SF23.mod	SYNAPTOTAGMIN-15
PTHR10024.SF21.mod	DOUBLE C2-LIKE DOMAIN CONTAINING PROTEIN ALPHA, DOC2 ALPHA
PTHR10024.SF12.mod	BITESIZE ISOFORM 2
PTHR10024.SF123.mod	SYNAPTOTAGMIN-5
PTHR10024.SF25.mod	SYNAPTOTAGMIN-17
PTHR10024.SF27.mod	UNCHARACTERIZED
PTHR10024.SF42.mod	SYNAPTOTAGMIN-3
PTHR10024.SF125.mod	SYNAPTOTAGMIN-LIKE PROTEIN 3-RELATED
PTHR10024.SF78.mod	SUBFAMILY NOT NAMED
PTHR10024.SF54.mod	 PREDICTED: SIMILAR TO SYNAPTOTAGMINII/IP4BP
PTHR10024.SF10.mod	SYNAPTOTAGMIN-LIKE PROTEIN 2
PTHR10024.SF53.mod	 PREDICTED: SIMILAR TO ENSANGP00000005071
PTHR10024.SF41.mod	GB DEF: SYNAPTOTAGMIN PROTEIN 5
PTHR10024.SF70.mod	SUBFAMILY NOT NAMED
PTHR10024.SF43.mod	SYNAPTOTAGMIN-9
PTHR10024.SF82.mod	CG10617-PA
PTHR10024.SF15.mod	SYNAPTOTAGMIN-12
PTHR10024.SF24.mod	GB DEF: HYPOTHETICAL PROTEIN T10B10.5
PTHR10024.SF63.mod	SUBFAMILY NOT NAMED
PTHR10024.SF126.mod	C2 DOMAIN-CONTAINING PROTEIN
PTHR10024.SF35.mod	SYNAPTOTAGMIN-RELATED
PTHR10024.SF37.mod	SYNAPTOTAGMIN-5
PTHR10024.SF5.mod	MEMBRANE TARGETING TANDEM C2 DOMAIN CONTAINING PROTEIN 1
PTHR10024.SF113.mod	SYNAPTOTAGMIN-16
PTHR10024.SF120.mod	C2 DOMAIN-CONTAINING PROTEIN
PTHR10024.SF44.mod	SYNAPTOTAGMIN-10-RELATED
PTHR10024.SF124.mod	SYNAPTOTAGMIN-5
PTHR10024.SF97.mod	C2 DOMAIN-CONTAINING PROTEIN
PTHR10024.SF9.mod	SYNAPTOTAGMIN-LIKE PROTEIN 4
PTHR10024.SF122.mod	SYNAPTOTAGMIN-2
PTHR10024.SF29.mod	SYNAPTOTAGMIN-7
PTHR10024.SF79.mod	SUBFAMILY NOT NAMED
PTHR10024.SF36.mod	SYNAPTOTAGMIN-8
PTHR10024.SF112.mod	C2 DOMAIN CONTAINING PROTEIN
PTHR10024.SF38.mod	SYNAPTOTAGMIN, INSECTS
PTHR10024.SF119.mod	DOUBLE C2-LIKE DOMAIN CONTAINING PROTEIN BETA, DOC2 BETA
PTHR10024.SF61.mod	SYNAPTOTAGMIN-RELATED
PTHR10024.SF118.mod	RABPHILIN-3A
PTHR10024.SF8.mod	GB DEF: NOVEL PROTEIN (FRAGMENT)
PTHR10024.SF18.mod	GB DEF: RABPHILIN 1
PTHR10024.SF55.mod	SUBFAMILY NOT NAMED
PTHR10024.SF2.mod	GB DEF: HYPOTHETICAL PROTEIN FLJ45597
PTHR10024.SF65.mod	SYNAPTOTAGMIN-9 (SYNAPTOTAGMIN IX)(SYTIX) [SOURCE:UNIPROTKB/SWISS-PROT;ACC:Q86SS
PTHR10024.SF85.mod	SUBFAMILY NOT NAMED
PTHR10024.SF66.mod	SYNAPTOTAGMIN-17 (SYNAPTOTAGMIN XVII)(SYTXVII)(PROTEIN B/K) [SOURCE:UNIPROTKB/SW
PTHR10024.SF52.mod	 PREDICTED: HYPOTHETICAL PROTEIN
PTHR10024.SF64.mod	SYNAPTOTAGMIN-3 (SYNAPTOTAGMIN III)(SYTIII) [SOURCE:UNIPROTKB/SWISS-PROT;ACC:Q9B
PTHR10024.SF20.mod	DOUBLE C2-LIKE DOMAIN CONTAINING PROTEIN GAMMA, DOC2 GAMMA
PTHR10024.SF51.mod	SUBFAMILY NOT NAMED
PTHR10024.SF17.mod	GB DEF: CG11556-PA
PTHR10024.SF39.mod	SYNAPTOTAGMIN-1
PTHR10024.SF11.mod	SYNAPTOTAGMIN-LIKE PROTEIN 1
PTHR10025.mag.mod	TETRAHYDROFOLATE DEHYDROGENASE/CYCLOHYDROLASE FAMILY MEMBER
PTHR10025.SF15.mod	BIFUNCTIONAL METHYLENETETRAHYDROFOLATE DEHYDROGENASE/CYCLOHYDROLASE 2
PTHR10025.SF14.mod	MONOFUNCTIONAL C1-TETRAHYDROFOLATE SYNTHASE, MITOCHONDRIAL
PTHR10025.SF13.mod	C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC
PTHR10025.SF17.mod	BIFUNCTIONAL METHYLENETETRAHYDROFOLATE DEHYDROGENASE/CYCLOHYDROLASE, MITOCHONDRIAL
PTHR10025.SF10.mod	C-1-TETRAHYDROFOLATE SYNTHASE
PTHR10025.SF5.mod	BIFUNCTIONAL PROTEIN FOLD
PTHR10025.SF16.mod	FORMATE--TETRAHYDROFOLATE LIGASE
PTHR10025.SF2.mod	METHYLENETETRAHYDROFOLATE DEHYDROGENASE [NAD+]
PTHR10026.mag.mod	CYCLIN
PTHR10026.SF31.mod	SUBFAMILY NOT NAMED
PTHR10026.SF10.mod	CYCLIN T
PTHR10026.SF29.mod	 PREDICTED: SIMILAR TO CYCLIN T2
PTHR10026.SF12.mod	CYCLIN-T
PTHR10026.SF16.mod	 PREDICTED: SIMILAR TO TESTIS-SPECIFIC PROTEIN
PTHR10026.SF47.mod	RNA POLYMERASE II HOLOENZYME CYCLIN-LIKE SUBUNIT
PTHR10026.SF5.mod	GB DEF: HYPOTHETICAL PROTEIN
PTHR10026.SF25.mod	CYCLIN, PUTATIVE
PTHR10026.SF42.mod	CYCLIN-T1
PTHR10026.SF8.mod	CYCLIN H
PTHR10026.SF38.mod	CYCLIN
PTHR10026.SF7.mod	CYCLIN-RELATED
PTHR10026.SF13.mod	SUBFAMILY NOT NAMED
PTHR10026.SF43.mod	CYCLIN-T2
PTHR10026.SF46.mod	CYCLIN-RELATED
PTHR10026.SF24.mod	SUBFAMILY NOT NAMED
PTHR10026.SF28.mod	CYCLIN
PTHR10026.SF26.mod	PUTATIVE UNCHARACTERIZED PROTEIN
PTHR10026.SF30.mod	ZINC FINGER, C2H2 TYPE FAMILY PROTEIN
PTHR10026.SF4.mod	GB DEF: CTD KINASE BETA SUBUNIT (CTD KINASE 38 KDA SUBUNIT) (CTDK-I BETA SUBUNIT)
PTHR10026.SF2.mod	CYCLIN-L1
PTHR10026.SF40.mod	CYCLIN 9, PUTATIVE
PTHR10026.SF11.mod	CYCLIN K
PTHR10026.SF14.mod	CYCLIN-RELATED PROTEIN FAM58A
PTHR10026.SF41.mod	PUTATIVE UNCHARACTERIZED PROTEIN
PTHR10026.SF27.mod	PREDICTED PROTEIN
PTHR10026.SF37.mod	 HYPOTHETICAL PROTEIN
PTHR10026.SF23.mod	UNCHARACTERIZED CYCLIN-L1-LIKE PROTEIN C1296.05C
PTHR10026.SF33.mod	 PREDICTED: SIMILAR TO CYCLIN C
PTHR10026.SF15.mod	 TESTIS EXPRESSED GENE 24
PTHR10026.SF32.mod	 PREDICTED: SIMILAR TO CYCLIN C
PTHR10026.SF39.mod	CYCLIN, N-TERMINAL DOMAIN CONTAINING PROTEIN
PTHR10026.SF44.mod	CYCLIN-C
PTHR10026.SF45.mod	CYCLIN-L2
PTHR10027.mag.mod	CALCIUM-ACTIVATED POTASSIUM CHANNEL ALPHA CHAIN
PTHR10027.SF9.mod	POTASSIUM CHANNEL SUBFAMILY T MEMBER 2
PTHR10027.SF13.mod	 PREDICTED: HYPOTHETICAL PROTEIN, PARTIAL
PTHR10027.SF16.mod	CALCIUM-ACTIVATED BK POTASSIUM CHANNEL, ALPHA SUBUNIT
PTHR10027.SF10.mod	CATION CHANNEL FAMILY PROTEIN-RELATED
PTHR10027.SF5.mod	CALCIUM-ACTIVATED BK POTASSIUM CHANNEL, ALPHA SUBUNIT FAMILY PROTEIN
PTHR10027.SF6.mod	CALCIUM-ACTIVATED POTASSIUM CHANNEL ALPHA SUBUNIT 2 (SLO-2)
PTHR10027.SF14.mod	 PREDICTED: SIMILAR TO SODIUM-AND CHLORIDE-ACTIVATED ATP-SENSITIVE POTASSIUM CHA
PTHR10027.SF1.mod	CALCIUM-ACTIVATED POTASSIUM CHANNEL-RELATED
PTHR10027.SF8.mod	POTASSIUM CHANNEL SUBFAMILY T MEMBER 1
PTHR10027.SF15.mod	SUBFAMILY NOT NAMED
PTHR10027.SF11.mod	SUBFAMILY NOT NAMED
PTHR10027.SF18.mod	SMALL-CONDUCTANCE CALCIUM-ACTIVATED POTASSIUM CHANNEL PROTEIN
PTHR10027.SF4.mod	POTASSIUM CHANNEL SUBFAMILY U MEMBER 1
PTHR10027.SF17.mod	 HYPOTHETICAL PROTEIN
PTHR10027.SF12.mod	POTASSIUM CHANNEL SUBFAMILY T MEMBER 2 (SEQUENCE LIKE AN INTERMEDIATE CONDUCTANC
PTHR10027.SF3.mod	CALCIUM-ACTIVATED POTASSIUM CHANNEL SUBUNIT ALPHA-1
PTHR10029.mag.mod	ACYLPHOSPHATASE
PTHR10029.SF2.mod	ACYLPHOSPHATASE-1
PTHR10029.SF1.mod	ACYLPHOSPHATASE-2
PTHR10029.SF3.mod	ACYLPHOSPHATASE
PTHR10029.SF4.mod	HYDROGENASE MATURATION PROTEIN
PTHR10030.mag.mod	ALPHA-L-FUCOSIDASE
PTHR10030.SF2.mod	TISSUE ALPHA-L-FUCOSIDASE
PTHR10030.SF3.mod	PLASMA ALPHA-L-FUCOSIDASE
PTHR10030.SF0.mod	ALPHA-L-FUCOSIDASE
PTHR10030.SF4.mod	PLASMA ALPHA-L-FUCOSIDASE
PTHR10031.mag.mod	ATP SYNTHASE LIPID-BINDING PROTEIN, MITOCHONDRIAL
PTHR10031.SF0.mod	ATP SYNTHASE LIPID-BINDING PROTEIN, MITOCHONDRIAL
PTHR10032.mag.mod	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS
PTHR10032.SF79.mod	ZINC FINGER AND SCAN DOMAIN-CONTAINING PROTEIN 20
PTHR10032.SF135.mod	SMAD INTERACTING-PROTEIN 1
PTHR10032.SF75.mod	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS
PTHR10032.SF92.mod	ZINC FINGER AND SCAN DOMAIN-CONTAINING PROTEIN 29 (ZINC FINGER PROTEIN 690) [SOU
PTHR10032.SF111.mod	SUBFAMILY NOT NAMED
PTHR10032.SF1.mod	GB DEF: ZINC FINGER AND SCAN DOMAIN CONTAINING PROTEIN 1
PTHR10032.SF121.mod	 TRANSCRIPTION FACTOR
PTHR10032.SF106.mod	SUBFAMILY NOT NAMED
PTHR10032.SF76.mod	ZINC FINGER PROTEIN 434
PTHR10032.SF130.mod	ZINC FINGER PROTEIN 518B
PTHR10032.SF77.mod	ENDOTHELIAL ZINC FINGER PROTEIN-2
PTHR10032.SF110.mod	 PREDICTED: SIMILAR TO KIAA1629 PROTEIN
PTHR10032.SF91.mod	 PREDICTED: SIMILAR TO ZINC FINGER AND SCAN DOMAIN CONTAINING 4
PTHR10032.SF6.mod	KRAB, C2H2-TYPE ZINC FINGER PROTEIN
PTHR10032.SF124.mod	ZINC FINGER PROTEIN PLAGL2 (PLEIOMORPHIC ADENOMA-LIKE PROTEIN 2)
PTHR10032.SF72.mod	ZINC FINGER PROTEIN 576
PTHR10032.SF47.mod	ZINC FINGER PROTEIN 274
PTHR10032.SF89.mod	ZINC FINGER AND SCAN DOMAIN CONTAINING 4-RELATED
PTHR10032.SF66.mod	ZINC FINGER PROTEIN 496 (ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS 17)
PTHR10032.SF129.mod	ZINC FINGER PROTEIN 483 (ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS 16)
PTHR10032.SF95.mod	SUBFAMILY NOT NAMED
PTHR10032.SF69.mod	HUNCHBACK PROTEIN
PTHR10032.SF26.mod	ZINC FINGER PROTEIN 131
PTHR10032.SF133.mod	CKII ALPHA SUBUNIT INTERACTOR 1-RELATED
PTHR10032.SF68.mod	ZINC FINGER AND SCAN DOMAIN-CONTAINING PROTEIN 5
PTHR10032.SF134.mod	TRANSCRIPTION FACTOR OVO-LIKE 2
PTHR10032.SF78.mod	PATERNALLY-EXPRESSED GENE 3 PROTEIN-RELATED
PTHR10032.SF105.mod	SUBFAMILY NOT NAMED
PTHR10032.SF82.mod	SCAN DOMAIN-CONTAINING PROTEIN 1
PTHR10032.SF131.mod	TRANSCRIPTION FACTOR OVO-LIKE 1
PTHR10032.SF24.mod	GB DEF: CG1647-PA
PTHR10032.SF127.mod	PR DOMAIN ZINC FINGER PROTEIN 8
PTHR10032.SF40.mod	ZINC FINGER PROTEIN 770
PTHR10032.SF73.mod	ZINC FINGER PROTEIN 446 (ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS 20)
PTHR10032.SF120.mod	 PTL (PETAL LOSS); TRANSCRIPTION FACTOR
PTHR10032.SF90.mod	SCAN DOMAIN-CONTAINING PROTEIN 2
PTHR10032.SF63.mod	ZINC FINGER PROTEIN PLAG1 (PLEIOMORPHIC ADENOMA GENE 1 PROTEIN)
PTHR10032.SF7.mod	ZINC FINGER PROTEIN 31
PTHR10032.SF104.mod	SUBFAMILY NOT NAMED
PTHR10032.SF109.mod	SUBFAMILY NOT NAMED
PTHR10032.SF41.mod	GB DEF: HYPOTHETICAL PROTEIN Y5F2A.4
PTHR10032.SF64.mod	KRAB, C2H2-TYPE ZINC FINGER PROTEIN
PTHR10032.SF81.mod	ZINC FINGER PROTEIN 434 (CERVICAL CANCER SUPPRESSOR GENE 5 PROTEIN)(HCCS-5) [SOU
PTHR10032.SF71.mod	RE1-SILENCING TRANSCRIPTION FACTOR
PTHR10032.SF80.mod	SUBFAMILY NOT NAMED
PTHR10032.SF98.mod	SUBFAMILY NOT NAMED
PTHR10032.SF108.mod	SUBFAMILY NOT NAMED
PTHR10032.SF123.mod	 ZINC FINGER (C2H2 TYPE) FAMILY PROTEIN
PTHR10032.SF107.mod	SUBFAMILY NOT NAMED
PTHR10032.SF46.mod	ZINC FINGER PROTEIN 110-RELATED
PTHR10032.SF32.mod	ZINC FINGER PROTEIN 339
PTHR10032.SF122.mod	 ZFP5 (ZINC FINGER PROTEIN 5); NUCLEIC ACID BINDING / TRANSCRIPTION FACTOR/ ZINC
PTHR10032.SF10.mod	ZINC FINGER PROTEIN 174 (AW-1)
PTHR10032.SF96.mod	ZINC FINGER PROTEIN 434 (CERVICAL CANCER SUPPRESSOR GENE 5 PROTEIN)(HCCS-5) [SOU
PTHR10032.SF97.mod	SUBFAMILY NOT NAMED
PTHR10032.SF29.mod	ZINC FINGER PROTEIN 518A
PTHR10032.SF11.mod	ZINC FINGER PROTEIN 18 (ZINC FINGER PROTEIN KOX11)
PTHR10032.SF136.mod	SUBFAMILY NOT NAMED
PTHR10032.SF125.mod	ZINC FINGER PROTEIN PLAGL1 (PLEIOMORPHIC ADENOMA-LIKE PROTEIN 1)
PTHR10032.SF115.mod	UNCHARACTERIZED
PTHR10032.SF128.mod	ZINC FINGER PROTEIN 215 (BWSCR2-ASSOCIATED ZINC FINGER PROTEIN 2)
PTHR10032.SF119.mod	 ZFP1 (ARABIDOPSIS THALIANA ZINC-FINGER PROTEIN 1); NUCLEIC ACID BINDING / TRANS
PTHR10032.SF126.mod	ZINC FINGER PROTEIN 488
PTHR10032.SF118.mod	ZINC FINGER PROTEIN RSV2
PTHR10033.mag.mod	CALSEQUESTRIN
PTHR10033.SF2.mod	CALSEQUESTRIN-2
PTHR10033.SF1.mod	CALSEQUESTRIN-1
PTHR10033.SF0.mod	CALSEQUESTRIN
PTHR10035.mag.mod	T-CELL SURFACE GLYCOPROTEIN CD3 ZETA CHAIN
PTHR10035.SF0.mod	T-CELL SURFACE GLYCOPROTEIN CD3 ZETA CHAIN
PTHR10036.mag.mod	CD59 GLYCOPROTEIN
PTHR10036.SF2.mod	LY6/PLAUR DOMAIN-CONTAINING PROTEIN 2
PTHR10036.SF0.mod	CD59 GLYCOPROTEIN
PTHR10036.SF1.mod	SECRETED LY-6/UPAR-RELATED PROTEIN 1
PTHR10037.mag.mod	VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM)
PTHR10037.SF112.mod	 VOLTAGE DEPENDENT CALCIUM CHANNEL L-TYPE
PTHR10037.SF63.mod	SUBFAMILY NOT NAMED
PTHR10037.SF94.mod	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1C (VOLTAGE-GATED CALCIUM
PTHR10037.SF114.mod	SUBFAMILY NOT NAMED
PTHR10037.SF103.mod	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1F (VOLTAGE-GATED CALCIUM
PTHR10037.SF90.mod	 PREDICTED: SIMILAR TO VOLTAGE-DEPENDENT CALCIUM CHANNEL ALPHA 1G SUBUNIT
PTHR10037.SF104.mod	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1F (VOLTAGE-GATED CALCIUM
PTHR10037.SF93.mod	 PREDICTED: SIMILAR TO VOLTAGE-GATED SODIUM CHANNEL TYPE V ALPHA SUBUNIT JEJUNAL
PTHR10037.SF3.mod	 PREDICTED: SIMILAR TO VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL ALPHA-1S SUBUNIT
PTHR10037.SF47.mod	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1C
PTHR10037.SF140.mod	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1F
PTHR10037.SF79.mod	SUBFAMILY NOT NAMED
PTHR10037.SF91.mod	SODIUM CHANNEL PROTEIN TYPE 5 SUBUNIT ALPHA (SODIUM CHANNEL PROTEIN TYPE V SUBUN
PTHR10037.SF139.mod	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1D
PTHR10037.SF69.mod	SODIUM CHANNEL PROTEIN TYPE 3 SUBUNIT ALPHA (SODIUM CHANNEL PROTEIN TYPE III SUB
PTHR10037.SF92.mod	SUBFAMILY NOT NAMED
PTHR10037.SF27.mod	SODIUM CHANNEL PROTEIN TYPE 3 SUBUNIT ALPHA
PTHR10037.SF28.mod	SODIUM CHANNEL PROTEIN TYPE 9 SUBUNIT ALPHA
PTHR10037.SF111.mod	SUBFAMILY NOT NAMED
PTHR10037.SF98.mod	SUBFAMILY NOT NAMED
PTHR10037.SF74.mod	SODIUM CHANNEL VOLTAGE-GATED TYPE I ALPHA (FRAGMENT)
PTHR10037.SF59.mod	VOLTAGE-DEPENDENT P/Q-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1A
PTHR10037.SF136.mod	TWO PORE CALCIUM CHANNEL PROTEIN 1
PTHR10037.SF73.mod	SODIUM CHANNEL PROTEIN TYPE 10 SUBUNIT ALPHA (SODIUM CHANNEL PROTEIN TYPE X SUBU
